#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01000103v1_decoy	1	3496	2	302	8.63844	0.0863844	32.6	60
chrUn_JTFH01000106v1_decoy	1	3435	1	151	4.39592	0.0439592	35.6	60
chrUn_JTFH01000107v1_decoy	1	3391	8	863	25.4497	0.356237	36.6	60
chrUn_JTFH01000110v1_decoy	1	3361	3	447	13.2996	0.132996	36.4	60
chrUn_JTFH01000111v1_decoy	1	3351	6	715	21.3369	0.268577	34.9	40
chrUn_JTFH01000112v1_decoy	1	3340	5	693	20.7485	0.221557	36.4	48
chrUn_JTFH01000113v1_decoy	1	3320	1	144	4.33735	0.0433735	37	60
chrUn_JTFH01000114v1_decoy	1	3282	2	302	9.20171	0.0920171	36.5	60
chrUn_JTFH01000117v1_decoy	1	3258	2	284	8.717	0.0926949	37	60
chrUn_JTFH01000123v1_decoy	1	3212	5	532	16.5629	0.188979	31.2	40.6
chrUn_JTFH01000124v1_decoy	1	3194	8	870	27.2386	0.313713	34.3	46.1
chrUn_JTFH01000126v1_decoy	1	3177	6	585	18.4136	0.259364	36.5	60
chrUn_JTFH01000127v1_decoy	1	3176	7	692	21.7884	0.32966	36.5	44.1
chrUn_JTFH01000129v1_decoy	1	3170	4	534	16.8454	0.168454	35.8	45.8
chrUn_JTFH01000132v1_decoy	1	3143	5	355	11.2949	0.219854	35.2	10.4
chrUn_JTFH01000133v1_decoy	1	3137	2	302	9.62703	0.0962703	36.4	60
chrUn_JTFH01000134v1_decoy	1	3116	14	1645	52.792	0.622914	34.6	53.7
chrUn_JTFH01000135v1_decoy	1	3106	10	1347	43.3677	0.456214	35.9	38.4
chrUn_JTFH01000136v1_decoy	1	3093	8	692	22.3731	0.379567	34.8	55.5
chrUn_JTFH01000137v1_decoy	1	3079	2	302	9.80838	0.0980838	36.8	60
chrUn_JTFH01000139v1_decoy	1	3051	1	22	0.721075	0.00721075	19.4	3
chrUn_JTFH01000140v1_decoy	1	3015	3	373	12.3715	0.145605	34.3	50.3
chrUn_JTFH01000141v1_decoy	1	3012	4	603	20.0199	0.200199	33.3	59.5
chrUn_JTFH01000144v1_decoy	1	2997	7	818	27.294	0.318318	35	26.4
chrUn_JTFH01000146v1_decoy	1	2979	1	151	5.06882	0.0506882	36.5	14
chrUn_JTFH01000147v1_decoy	1	2967	2	302	10.1786	0.101786	36.3	60
chrUn_JTFH01000150v1_decoy	1	2954	6	800	27.0819	0.270819	34.8	54.2
chrUn_JTFH01000151v1_decoy	1	2952	7	737	24.9661	0.316734	36.2	48.6
chrUn_JTFH01000153v1_decoy	1	2918	14	725	24.8458	0.561686	34.8	8.57
chrUn_JTFH01000154v1_decoy	1	2895	7	930	32.1244	0.365112	36.2	60
chrUn_JTFH01000156v1_decoy	1	2879	13	69	2.39667	0.290726	30	0.846
chrUn_JTFH01000158v1_decoy	1	2872	12	1121	39.032	0.626741	35	60
chrUn_JTFH01000159v1_decoy	1	2868	1	69	2.40586	0.0240586	36.8	0
chrUn_JTFH01000161v1_decoy	1	2865	4	604	21.082	0.21082	36.5	60
chrUn_JTFH01000163v1_decoy	1	2859	3	453	15.8447	0.158447	36.8	60
chrUn_JTFH01000164v1_decoy	1	2854	4	604	21.1633	0.211633	35.7	55
chrUn_JTFH01000165v1_decoy	1	2830	2	183	6.46643	0.106714	36.6	60
chrUn_JTFH01000166v1_decoy	1	2828	6	446	15.7709	0.304809	36.1	56.7
chrUn_JTFH01000168v1_decoy	1	2819	2	302	10.713	0.10713	36.1	60
chrUn_JTFH01000169v1_decoy	1	2813	1	65	2.3107	0.023107	34.8	0
chrUn_JTFH01000174v1_decoy	1	2778	8	1083	38.9849	0.406048	34.7	60
chrUn_JTFH01000177v1_decoy	1	2769	1	36	1.30011	0.0130011	37	1
chrUn_JTFH01000178v1_decoy	1	2767	2	242	8.74593	0.109143	36.4	60
chrUn_JTFH01000179v1_decoy	1	2763	10	1127	40.789	0.521535	35.9	42.9
chrUn_JTFH01000180v1_decoy	1	2745	3	453	16.5027	0.165027	36.2	55.3
chrUn_JTFH01000181v1_decoy	1	2742	5	739	26.9511	0.275346	34.4	40
chrUn_JTFH01000182v1_decoy	1	2736	3	453	16.557	0.16557	36.2	60
chrUn_JTFH01000183v1_decoy	1	2729	2	101	3.70099	0.0740198	34.8	0
chrUn_JTFH01000185v1_decoy	1	2719	4	499	18.3523	0.21883	36.5	50
chrUn_JTFH01000190v1_decoy	1	2691	2	302	11.2226	0.112226	36.5	60
chrUn_JTFH01000191v1_decoy	1	2690	4	526	19.5539	0.195539	34	57.2
chrUn_JTFH01000192v1_decoy	1	2687	1	144	5.35914	0.0535914	36.9	0
chrUn_JTFH01000196v1_decoy	1	2663	4	553	20.7661	0.215546	32	60
chrUn_JTFH01000199v1_decoy	1	2642	2	302	11.4307	0.114307	36.4	60
chrUn_JTFH01000202v1_decoy	1	2628	6	695	26.446	0.344749	36.6	60
chrUn_JTFH01000205v1_decoy	1	2619	8	873	33.3333	0.379534	33.7	43.6
chrUn_JTFH01000206v1_decoy	1	2605	7	817	31.3628	0.405758	35.6	60
chrUn_JTFH01000208v1_decoy	1	2601	4	511	19.6463	0.232218	36.9	60
chrUn_JTFH01000212v1_decoy	1	2594	4	494	19.0439	0.21357	36	30
chrUn_JTFH01000214v1_decoy	1	2585	1	116	4.48743	0.0448743	36.1	0
chrUn_JTFH01000216v1_decoy	1	2578	4	604	23.429	0.23429	36.7	60
chrUn_JTFH01000217v1_decoy	1	2569	3	298	11.5998	0.143246	33.5	40
chrUn_JTFH01000218v1_decoy	1	2569	9	1018	39.6263	0.514597	36.5	51.6
chrUn_JTFH01000222v1_decoy	1	2546	2	302	11.8617	0.118617	36.6	60
chrUn_JTFH01000223v1_decoy	1	2545	15	790	31.0413	0.834185	35.7	26.1
chrUn_JTFH01000225v1_decoy	1	2533	4	584	23.0557	0.234899	35.4	41.5
chrUn_JTFH01000226v1_decoy	1	2522	1	151	5.98731	0.0598731	36.5	60
chrUn_JTFH01000227v1_decoy	1	2522	8	871	34.5361	0.432593	35.6	26
chrUn_JTFH01000230v1_decoy	1	2507	1	132	5.26526	0.0526526	32.8	10
chrUn_JTFH01000231v1_decoy	1	2504	1	151	6.03035	0.0603035	35.8	4
chrUn_JTFH01000232v1_decoy	1	2497	2	267	10.6928	0.120945	36.8	60
chrUn_JTFH01000234v1_decoy	1	2465	2	302	12.2515	0.122515	30.5	60
chrUn_JTFH01000236v1_decoy	1	2459	2	262	10.6547	0.122814	36.6	60
chrUn_JTFH01000241v1_decoy	1	2432	3	453	18.6266	0.186266	32.4	36.3
chrUn_JTFH01000242v1_decoy	1	2427	5	619	25.5047	0.264112	36.2	43.8
chrUn_JTFH01000243v1_decoy	1	2421	2	274	11.3176	0.113176	28.5	60
chrUn_JTFH01000245v1_decoy	1	2414	2	234	9.69345	0.124689	36.9	60
chrUn_JTFH01000248v1_decoy	1	2402	2	216	8.99251	0.125729	36.3	60
chrUn_JTFH01000249v1_decoy	1	2397	9	907	37.839	0.531081	36.3	46
chrUn_JTFH01000253v1_decoy	1	2382	2	302	12.6784	0.126784	36.8	60
chrUn_JTFH01000254v1_decoy	1	2381	2	242	10.1638	0.126837	36.7	60
chrUn_JTFH01000255v1_decoy	1	2380	2	302	12.6891	0.126891	36.9	60
chrUn_JTFH01000256v1_decoy	1	2368	1	151	6.37669	0.0637669	35	60
chrUn_JTFH01000257v1_decoy	1	2364	2	302	12.775	0.12775	36.6	39.5
chrUn_JTFH01000258v1_decoy	1	2363	4	604	25.5607	0.255607	35.8	30
chrUn_JTFH01000260v1_decoy	1	2339	2	302	12.9115	0.129115	36.4	60
chrUn_JTFH01000262v1_decoy	1	2332	2	302	12.9503	0.129503	36.3	60
chrUn_JTFH01000263v1_decoy	1	2331	1	82	3.5178	0.035178	33.9	0
chrUn_JTFH01000264v1_decoy	1	2330	2	176	7.55365	0.0755365	29.3	0
chrUn_JTFH01000266v1_decoy	1	2319	6	666	28.7193	0.390686	36.2	60
chrUn_JTFH01000267v1_decoy	1	2314	4	423	18.28	0.257995	34.9	60
chrUn_JTFH01000268v1_decoy	1	2308	3	427	18.5009	0.196274	36.7	60
chrUn_JTFH01000269v1_decoy	1	2306	10	973	42.1943	0.555074	35.4	36.4
chrUn_JTFH01000270v1_decoy	1	2296	2	248	10.8014	0.131533	35.7	60
chrUn_JTFH01000271v1_decoy	1	2287	2	161	7.03979	0.132051	36.9	60
chrUn_JTFH01000273v1_decoy	1	2276	15	526	23.1107	0.427944	34.9	5
chrUn_JTFH01000274v1_decoy	1	2273	2	147	6.46722	0.103828	36.1	48
chrUn_JTFH01000277v1_decoy	1	2252	6	906	40.2309	0.402309	36.3	52.8
chrUn_JTFH01000279v1_decoy	1	2239	4	569	25.4131	0.269763	36.7	60
chrUn_JTFH01000280v1_decoy	1	2223	26	256	11.516	1.4368	35.2	29.1
chrUn_JTFH01000283v1_decoy	1	2215	2	222	10.0226	0.136343	36.8	60
chrUn_JTFH01000285v1_decoy	1	2203	4	189	8.57921	0.116205	33.5	6
chrUn_JTFH01000287v1_decoy	1	2197	2	227	10.3323	0.13746	36.5	60
chrUn_JTFH01000288v1_decoy	1	2194	8	904	41.2033	0.475387	34.1	50.2
chrUn_JTFH01000291v1_decoy	1	2177	2	302	13.8723	0.138723	37	60
chrUn_JTFH01000292v1_decoy	1	2177	6	780	35.8291	0.416169	36.4	60
chrUn_JTFH01000295v1_decoy	1	2160	5	636	29.4444	0.331944	36.1	50
chrUn_JTFH01000297v1_decoy	1	2144	4	506	23.6007	0.240205	35.6	60
chrUn_JTFH01000298v1_decoy	1	2143	4	461	21.5119	0.274382	36.6	60
chrUn_JTFH01000299v1_decoy	1	2136	2	302	14.1386	0.141386	36.8	60
chrUn_JTFH01000302v1_decoy	1	2128	2	301	14.1447	0.141447	36.7	54
chrUn_JTFH01000305v1_decoy	1	2122	2	230	10.8388	0.142319	36.6	60
chrUn_JTFH01000306v1_decoy	1	2111	2	302	14.306	0.14306	33.1	27
chrUn_JTFH01000307v1_decoy	1	2106	1	151	7.16999	0.0716999	33.2	60
chrUn_JTFH01000308v1_decoy	1	2094	6	367	17.5263	0.261223	28.2	20.3
chrUn_JTFH01000315v1_decoy	1	2079	2	202	9.71621	0.145262	35.2	0
chrUn_JTFH01000317v1_decoy	1	2071	3	296	14.2926	0.190246	36	26
chrUn_JTFH01000323v1_decoy	1	2036	4	518	25.442	0.27554	36.1	55
chrUn_JTFH01000324v1_decoy	1	2035	6	659	32.3833	0.389189	34.9	41
chrUn_JTFH01000325v1_decoy	1	2034	2	276	13.5693	0.135693	36.5	50
chrUn_JTFH01000326v1_decoy	1	2032	6	737	36.2697	0.445374	36.9	60
chrUn_JTFH01000329v1_decoy	1	2021	8	735	36.3681	0.495299	35.9	45
chrUn_JTFH01000334v1_decoy	1	2005	4	440	21.9451	0.263342	36.4	60
chrUn_JTFH01000336v1_decoy	1	2001	1	151	7.54623	0.0754623	36.2	60
chrUn_JTFH01000339v1_decoy	1	1996	4	595	29.8096	0.302605	35.1	60
chrUn_JTFH01000340v1_decoy	1	1992	3	210	10.5422	0.205823	36.5	40
chrUn_JTFH01000343v1_decoy	1	1977	6	659	33.3333	0.456247	33	23.7
chrUn_JTFH01000345v1_decoy	1	1968	2	302	15.3455	0.153455	36.9	60
chrUn_JTFH01000346v1_decoy	1	1962	2	302	15.3925	0.153925	30.1	60
chrUn_JTFH01000347v1_decoy	1	1961	1	151	7.70015	0.0770015	35.6	52
chrUn_JTFH01000349v1_decoy	1	1960	2	231	11.7857	0.154082	34.7	0
chrUn_JTFH01000351v1_decoy	1	1952	4	565	28.9447	0.289447	35.6	60
chrUn_JTFH01000354v1_decoy	1	1943	1	151	7.77149	0.0777149	36.7	60
chrUn_JTFH01000357v1_decoy	1	1934	3	453	23.423	0.23423	35.8	54.3
chrUn_JTFH01000358v1_decoy	1	1929	2	210	10.8865	0.156558	36.3	60
chrUn_JTFH01000361v1_decoy	1	1923	6	761	39.5736	0.471139	34.8	60
chrUn_JTFH01000378v1_decoy	1	1879	3	333	17.7222	0.228845	36.4	40
chrUn_JTFH01000380v1_decoy	1	1876	4	491	26.1727	0.292111	36.7	60
chrUn_JTFH01000383v1_decoy	1	1872	2	302	16.1325	0.161325	36.9	60
chrUn_JTFH01000384v1_decoy	1	1869	2	302	16.1584	0.161584	36.3	60
chrUn_JTFH01000394v1_decoy	1	1854	3	342	18.4466	0.230852	35.4	60
chrUn_JTFH01000395v1_decoy	1	1850	2	248	13.4054	0.134054	36.2	34.5
chrUn_JTFH01000396v1_decoy	1	1849	2	266	14.3862	0.153056	36.8	60
chrUn_JTFH01000401v1_decoy	1	1821	4	604	33.1686	0.331686	36.6	60
chrUn_JTFH01000402v1_decoy	1	1815	7	800	44.0771	0.579063	33.8	48.6
chrUn_JTFH01000405v1_decoy	1	1808	2	302	16.7035	0.167035	34.6	60
chrUn_JTFH01000407v1_decoy	1	1807	3	453	25.0692	0.250692	36.6	60
chrUn_JTFH01000409v1_decoy	1	1801	2	302	16.7685	0.167685	36.9	60
chrUn_JTFH01000410v1_decoy	1	1800	4	524	29.1111	0.291667	31.1	51.8
chrUn_JTFH01000411v1_decoy	1	1795	3	429	23.8997	0.238997	35	27.7
chrUn_JTFH01000412v1_decoy	1	1794	1	151	8.41695	0.0841695	36.6	60
chrUn_JTFH01000417v1_decoy	1	1782	5	429	24.0741	0.354097	34.9	14.8
chrUn_JTFH01000418v1_decoy	1	1781	1	151	8.47838	0.0847838	36.1	20
chrUn_JTFH01000419v1_decoy	1	1781	2	302	16.9568	0.169568	36.4	50
chrUn_JTFH01000420v1_decoy	1	1779	4	352	19.7864	0.279933	35.8	60
chrUn_JTFH01000423v1_decoy	1	1762	2	252	14.3019	0.171396	36.6	60
chrUn_JTFH01000424v1_decoy	1	1755	7	54	3.07692	0.196581	26	0
chrUn_JTFH01000425v1_decoy	1	1749	2	272	15.5517	0.168096	35.5	60
chrUn_JTFH01000426v1_decoy	1	1747	2	43	2.46136	0.0492272	36.4	19.5
chrUn_JTFH01000427v1_decoy	1	1746	2	163	9.33562	0.167239	30.1	50.5
chrUn_JTFH01000429v1_decoy	1	1744	3	445	25.5161	0.255161	36.8	44
chrUn_JTFH01000430v1_decoy	1	1742	5	645	37.0264	0.370264	36.1	48.8
chrUn_JTFH01000434v1_decoy	1	1735	2	302	17.4063	0.174063	36.6	60
chrUn_JTFH01000437v1_decoy	1	1730	2	302	17.4566	0.174566	35.4	60
chrUn_JTFH01000443v1_decoy	1	1708	1	151	8.84075	0.0884075	34.8	0
chrUn_JTFH01000447v1_decoy	1	1704	2	282	16.5493	0.165493	35.2	27
chrUn_JTFH01000449v1_decoy	1	1698	2	302	17.7856	0.177856	36.7	60
chrUn_JTFH01000450v1_decoy	1	1697	2	285	16.7943	0.167943	36.7	45
chrUn_JTFH01000451v1_decoy	1	1697	2	302	17.7961	0.177961	32.4	60
chrUn_JTFH01000454v1_decoy	1	1693	2	302	17.8382	0.178382	36.2	60
chrUn_JTFH01000458v1_decoy	1	1679	2	302	17.9869	0.179869	35.8	60
chrUn_JTFH01000460v1_decoy	1	1678	5	607	36.174	0.44994	36.7	60
chrUn_JTFH01000461v1_decoy	1	1674	1	54	3.22581	0.0322581	37	11
chrUn_JTFH01000466v1_decoy	1	1663	7	557	33.4937	0.498497	32.8	42.1
chrUn_JTFH01000470v1_decoy	1	1650	2	302	18.303	0.18303	36.7	60
chrUn_JTFH01000476v1_decoy	1	1632	2	302	18.5049	0.185049	36	60
chrUn_JTFH01000480v1_decoy	1	1624	2	213	13.1158	0.185961	36.8	60
chrUn_JTFH01000486v1_decoy	1	1606	1	151	9.40224	0.0940224	33.2	60
chrUn_JTFH01000489v1_decoy	1	1600	2	302	18.875	0.18875	36.5	60
chrUn_JTFH01000492v1_decoy	1	1597	1	42	2.62993	0.0262993	34.9	35
chrUn_JTFH01000499v1_decoy	1	1578	1	151	9.56907	0.0956907	34	28
chrUn_JTFH01000505v1_decoy	1	1574	2	302	19.1868	0.191868	36.7	60
chrUn_JTFH01000506v1_decoy	1	1572	4	330	20.9924	0.367684	36.4	52.5
chrUn_JTFH01000510v1_decoy	1	1561	7	790	50.6086	0.67713	35.7	52
chrUn_JTFH01000511v1_decoy	1	1560	2	302	19.359	0.19359	36.2	60
chrUn_JTFH01000512v1_decoy	1	1560	1	151	9.67949	0.0967949	36.7	60
chrUn_JTFH01000513v1_decoy	1	1554	1	122	7.85071	0.0785071	35.4	60
chrUn_JTFH01000523v1_decoy	1	1527	4	451	29.535	0.388998	30.7	21.8
chrUn_JTFH01000526v1_decoy	1	1523	4	453	29.7439	0.38608	36.7	45
chrUn_JTFH01000536v1_decoy	1	1496	2	302	20.1872	0.201872	36.6	60
chrUn_JTFH01000539v1_decoy	1	1490	1	47	3.15436	0.0315436	35.9	25
chrUn_JTFH01000540v1_decoy	1	1487	2	254	17.0814	0.203093	36.4	60
chrUn_JTFH01000541v1_decoy	1	1486	2	291	19.5828	0.195828	34.1	60
chrUn_JTFH01000542v1_decoy	1	1485	2	288	19.3939	0.193939	35.8	45
chrUn_JTFH01000543v1_decoy	1	1484	10	789	53.1671	0.956873	35.8	26.2
chrUn_JTFH01000548v1_decoy	1	1475	2	302	20.4746	0.204746	36.6	53.5
chrUn_JTFH01000550v1_decoy	1	1469	1	151	10.2791	0.102791	35.4	17
chrUn_JTFH01000553v1_decoy	1	1465	6	493	33.6519	0.584983	35.6	60
chrUn_JTFH01000554v1_decoy	1	1464	2	302	20.6284	0.206284	36.3	60
chrUn_JTFH01000557v1_decoy	1	1459	6	383	26.2509	0.470185	35.7	36
chrUn_JTFH01000559v1_decoy	1	1458	6	484	33.1962	0.602195	33.1	39.8
chrUn_JTFH01000561v1_decoy	1	1454	2	302	20.7703	0.207703	36	60
chrUn_JTFH01000564v1_decoy	1	1448	1	151	10.4282	0.104282	34.7	60
chrUn_JTFH01000569v1_decoy	1	1439	2	291	20.2224	0.202224	37	50
chrUn_JTFH01000572v1_decoy	1	1429	2	125	8.74738	0.0874738	34	0
chrUn_JTFH01000585v1_decoy	1	1413	1	151	10.6865	0.106865	36.4	60
chrUn_JTFH01000589v1_decoy	1	1406	2	302	21.4794	0.214794	36.6	50
chrUn_JTFH01000594v1_decoy	1	1402	1	151	10.7703	0.107703	32.8	17
chrUn_JTFH01000595v1_decoy	1	1402	3	453	32.311	0.32311	34.1	60
chrUn_JTFH01000596v1_decoy	1	1402	4	316	22.5392	0.326676	35.4	46.5
chrUn_JTFH01000598v1_decoy	1	1400	1	151	10.7857	0.107857	35.9	60
chrUn_JTFH01000600v1_decoy	1	1396	6	848	60.745	0.648997	36.5	56.7
chrUn_JTFH01000602v1_decoy	1	1394	1	151	10.8321	0.108321	36.3	60
chrUn_JTFH01000606v1_decoy	1	1389	3	302	21.7423	0.326134	32.3	60
chrUn_JTFH01000609v1_decoy	1	1384	2	184	13.2948	0.218208	34.2	60
chrUn_JTFH01000610v1_decoy	1	1381	3	279	20.2028	0.238957	35.4	60
chrUn_JTFH01000612v1_decoy	1	1379	2	209	15.1559	0.151559	34	60
chrUn_JTFH01000617v1_decoy	1	1374	1	42	3.05677	0.0305677	36.4	0
chrUn_JTFH01000618v1_decoy	1	1372	2	302	22.0117	0.220117	36.5	60
chrUn_JTFH01000619v1_decoy	1	1371	5	558	40.7002	0.480671	36.4	32.8
chrUn_JTFH01000626v1_decoy	1	1355	3	267	19.7048	0.213284	31.3	17.3
chrUn_JTFH01000628v1_decoy	1	1352	11	834	61.6864	1.20414	36.3	51.2
chrUn_JTFH01000629v1_decoy	1	1345	4	406	30.1859	0.407435	35.9	30
chrUn_JTFH01000637v1_decoy	1	1333	9	421	31.5829	0.612153	32	15
chrUn_JTFH01000638v1_decoy	1	1332	6	465	34.9099	0.671171	35.6	46.7
chrUn_JTFH01000641v1_decoy	1	1328	2	302	22.741	0.22741	36.4	60
chrUn_JTFH01000645v1_decoy	1	1320	2	226	17.1212	0.228788	37	60
chrUn_JTFH01000646v1_decoy	1	1319	4	601	45.5648	0.457923	36.6	60
chrUn_JTFH01000651v1_decoy	1	1313	2	302	23.0008	0.230008	36.5	60
chrUn_JTFH01000653v1_decoy	1	1310	3	453	34.5802	0.345802	36.6	52.3
chrUn_JTFH01000660v1_decoy	1	1303	3	433	33.231	0.347659	36.7	60
chrUn_JTFH01000665v1_decoy	1	1300	2	302	23.2308	0.232308	33.6	60
chrUn_JTFH01000666v1_decoy	1	1299	1	151	11.6243	0.116243	36.4	0
chrUn_JTFH01000667v1_decoy	1	1297	2	285	21.9738	0.232845	36	50
chrUn_JTFH01000668v1_decoy	1	1295	2	178	13.7452	0.137452	34.9	0
chrUn_JTFH01000672v1_decoy	1	1291	5	596	46.1658	0.565453	35.1	48
chrUn_JTFH01000677v1_decoy	1	1287	1	149	11.5773	0.115773	36.9	18
chrUn_JTFH01000694v1_decoy	1	1254	4	355	28.3094	0.481659	36.7	60
chrUn_JTFH01000704v1_decoy	1	1241	2	302	24.3352	0.243352	36.7	60
chrUn_JTFH01000707v1_decoy	1	1239	3	312	25.1816	0.351897	36.1	37
chrUn_JTFH01000712v1_decoy	1	1234	1	151	12.2366	0.122366	36.8	32
chrUn_JTFH01000717v1_decoy	1	1232	2	209	16.9643	0.169643	36.8	30
chrUn_JTFH01000720v1_decoy	1	1228	8	719	58.5505	0.983713	36.4	60
chrUn_JTFH01000722v1_decoy	1	1227	2	302	24.6129	0.246129	36.2	60
chrUn_JTFH01000723v1_decoy	1	1226	2	302	24.633	0.24633	36.2	60
chrUn_JTFH01000730v1_decoy	1	1216	4	502	41.2829	0.456414	36.4	49
chrUn_JTFH01000732v1_decoy	1	1214	2	302	24.8764	0.248764	34.9	60
chrUn_JTFH01000734v1_decoy	1	1214	2	185	15.2389	0.248764	35.4	60
chrUn_JTFH01000738v1_decoy	1	1208	2	302	25	0.25	36.8	49.5
chrUn_JTFH01000746v1_decoy	1	1204	1	138	11.4618	0.114618	36.7	1
chrUn_JTFH01000749v1_decoy	1	1203	4	334	27.7639	0.404821	36.3	41.2
chrUn_JTFH01000750v1_decoy	1	1201	2	264	21.9817	0.248959	35.8	9
chrUn_JTFH01000759v1_decoy	1	1194	1	151	12.6466	0.126466	36.2	60
chrUn_JTFH01000760v1_decoy	1	1194	3	326	27.3032	0.373534	36.6	60
chrUn_JTFH01000762v1_decoy	1	1189	8	185	15.5593	0.973928	35.9	7.75
chrUn_JTFH01000766v1_decoy	1	1183	2	100	8.45309	0.16568	32.9	44.5
chrUn_JTFH01000780v1_decoy	1	1171	3	200	17.0794	0.386849	36.6	60
chrUn_JTFH01000782v1_decoy	1	1170	2	180	15.3846	0.25812	36.3	15
chrUn_JTFH01000796v1_decoy	1	1150	5	560	48.6957	0.656522	36.5	57.2
chrUn_JTFH01000797v1_decoy	1	1150	1	151	13.1304	0.131304	35.9	60
chrUn_JTFH01000798v1_decoy	1	1147	3	453	39.4943	0.394943	36.1	60
chrUn_JTFH01000799v1_decoy	1	1147	2	285	24.8474	0.248474	33.8	0
chrUn_JTFH01000800v1_decoy	1	1146	2	173	15.096	0.263525	33.2	60
chrUn_JTFH01000801v1_decoy	1	1144	1	111	9.7028	0.097028	36.6	0
chrUn_JTFH01000802v1_decoy	1	1144	1	151	13.1993	0.131993	35.6	16
chrUn_JTFH01000806v1_decoy	1	1141	2	291	25.5039	0.255039	36.5	46
chrUn_JTFH01000808v1_decoy	1	1138	3	453	39.8067	0.398067	33.9	54.3
chrUn_JTFH01000810v1_decoy	1	1134	1	44	3.88007	0.0388007	37	0
chrUn_JTFH01000811v1_decoy	1	1132	2	292	25.7951	0.257951	36.4	60
chrUn_JTFH01000816v1_decoy	1	1126	2	302	26.8206	0.268206	36.1	60
chrUn_JTFH01000820v1_decoy	1	1121	4	421	37.5558	0.474576	36.1	60
chrUn_JTFH01000840v1_decoy	1	1107	1	151	13.6405	0.136405	34.9	51
chrUn_JTFH01000843v1_decoy	1	1103	8	627	56.845	0.910245	33.2	54.2
chrUn_JTFH01000844v1_decoy	1	1103	2	247	22.3935	0.273799	36.6	60
chrUn_JTFH01000845v1_decoy	1	1103	2	302	27.3799	0.273799	37	60
chrUn_JTFH01000850v1_decoy	1	1096	2	302	27.5547	0.275547	36.8	45.5
chrUn_JTFH01000851v1_decoy	1	1096	3	395	36.0401	0.409672	35.6	40
chrUn_JTFH01000852v1_decoy	1	1094	3	428	39.1225	0.391225	36.1	55.3
chrUn_JTFH01000854v1_decoy	1	1090	2	263	24.1284	0.241284	33	60
chrUn_JTFH01000860v1_decoy	1	1084	2	196	18.0812	0.180812	30.3	60
chrUn_JTFH01000867v1_decoy	1	1081	2	261	24.1443	0.241443	35.5	60
chrUn_JTFH01000869v1_decoy	1	1079	2	192	17.7943	0.279889	36.4	60
chrUn_JTFH01000870v1_decoy	1	1076	6	601	55.855	0.768587	36.2	53.5
chrUn_JTFH01000872v1_decoy	1	1073	28	266	24.7903	2.86114	34.8	9.64
chrUn_JTFH01000873v1_decoy	1	1073	2	302	28.1454	0.281454	36.1	60
chrUn_JTFH01000874v1_decoy	1	1071	3	401	37.4416	0.398693	35.3	41.7
chrUn_JTFH01000876v1_decoy	1	1067	474	853	79.9438	63.1687	35.9	30.3
chrUn_JTFH01000880v1_decoy	1	1065	1	151	14.1784	0.141784	32.2	17
chrUn_JTFH01000885v1_decoy	1	1064	2	216	20.3008	0.203008	34.4	60
chrUn_JTFH01000897v1_decoy	1	1055	1	151	14.3128	0.143128	36.8	60
chrUn_JTFH01000902v1_decoy	1	1051	2	292	27.7831	0.277831	36.7	50
chrUn_JTFH01000913v1_decoy	1	1045	3	263	25.1675	0.433493	36.3	60
chrUn_JTFH01000922v1_decoy	1	1035	2	302	29.1787	0.291787	35.2	33
chrUn_JTFH01000923v1_decoy	1	1035	1	132	12.7536	0.127536	36.8	21
chrUn_JTFH01000927v1_decoy	1	1031	3	307	29.7769	0.43453	33.6	60
chrUn_JTFH01000934v1_decoy	1	1024	2	217	21.1914	0.294922	36.4	60
chrUn_JTFH01000935v1_decoy	1	1022	3	204	19.9609	0.231898	34.8	20
chrUn_JTFH01000937v1_decoy	1	1021	2	275	26.9344	0.295788	36.6	39
chrUn_JTFH01000938v1_decoy	1	1020	1	33	3.23529	0.0323529	35.2	9
chrUn_JTFH01000942v1_decoy	1	1018	4	479	47.053	0.59332	36.9	60
chrUn_JTFH01000946v1_decoy	1	1009	1	151	14.9653	0.149653	34.6	60
chrUn_JTFH01000950v1_decoy	1	1005	2	165	16.4179	0.300498	36.5	60
chrUn_JTFH01000957v1_decoy	1	1003	3	301	30.01	0.3001	34.6	25.7
chrUn_JTFH01000962v1_decoy	1	8358	2	188	2.24934	0.036133	36.5	0
chrUn_JTFH01000963v1_decoy	1	7932	2	302	3.80736	0.0380736	35.2	50
chrUn_JTFH01000965v1_decoy	1	4591	6	762	16.5977	0.197343	34.2	38
chrUn_JTFH01000967v1_decoy	1	3841	1	151	3.93127	0.0393127	31.6	0
chrUn_JTFH01000968v1_decoy	1	3754	8	1045	27.837	0.301012	35.2	57.5
chrUn_JTFH01000969v1_decoy	1	3743	4	336	8.97676	0.129842	36.6	55
chrUn_JTFH01000971v1_decoy	1	3625	7	922	25.4345	0.289655	34.8	43.1
chrUn_JTFH01000972v1_decoy	1	3529	2	284	8.04761	0.0855767	36.8	60
chrUn_JTFH01000973v1_decoy	1	3508	5	573	16.3341	0.193843	35.5	24.8
chrUn_JTFH01000974v1_decoy	1	3359	2	302	8.99077	0.0899077	36.9	60
chrUn_JTFH01000976v1_decoy	1	3231	4	471	14.5775	0.186939	36.8	60
